date,adjclose,close,high,low,open,volume
2024-04-16,107.01415252685547,112.19999694824219,113.73999786376953,111.62999725341797,113.58000183105469,3022718
2024-04-17,106.76617431640625,111.94000244140625,112.80000305175781,111.94000244140625,112.16000366210938,1405392
2024-04-18,107.51966094970703,112.7300033569336,113.16000366210938,111.7300033569336,111.7300033569336,1583905
2024-04-19,106.68987274169922,111.86000061035156,112.51000213623047,109.94000244140625,111.6500015258789,3479032
2024-04-22,107.6627197265625,112.87999725341797,113.68000030517578,112.38999938964844,113.08999633789062,1916178
2024-04-23,109.2841567993164,114.58000183105469,114.58000183105469,113.69999694824219,114.0,1197831
2024-04-24,109.68473815917969,115.0,115.8499984741211,115.0,115.5,1600191
2024-04-26,107.76763916015625,112.98999786376953,114.55999755859375,112.7699966430664,114.44999694824219,1672386
2024-04-29,108.57835388183594,113.83999633789062,114.19999694824219,113.66000366210938,114.0,1374832
2024-04-30,109.2459945678711,114.54000091552734,114.54000091552734,113.41999816894531,113.6500015258789,1315376
2024-05-01,108.6546630859375,113.91999816894531,114.11000061035156,113.0,113.5999984741211,1092138
2024-05-02,109.68473815917969,115.0,115.83999633789062,114.0199966430664,114.69000244140625,1545052
2024-05-03,109.90411376953125,115.2300033569336,115.76000213623047,114.73999786376953,115.76000213623047,1212181
2024-05-06,111.20124053955078,116.58999633789062,116.58999633789062,115.77999877929688,116.01000213623047,1426516
2024-05-07,113.49987030029297,119.0,119.0,116.88999938964844,117.56999969482422,2692665
2024-05-08,114.2056655883789,119.73999786376953,119.9000015258789,118.45999908447266,119.5,2104415
2024-05-09,111.67813873291016,117.08999633789062,119.69999694824219,117.08999633789062,119.69999694824219,1837558
2024-05-10,112.10734558105469,117.54000091552734,118.3499984741211,117.25,117.70999908447266,1483110
2024-05-13,113.61431884765625,119.12000274658203,119.12000274658203,117.05999755859375,117.54000091552734,1751999
2024-05-14,113.81461334228516,119.33000183105469,119.33000183105469,118.53500366210938,118.69999694824219,1472592
2024-05-15,114.38687896728516,119.93000030517578,120.06999969482422,119.27999877929688,119.5,1820801
2024-05-16,116.60918426513672,122.26000213623047,122.55000305175781,120.19999694824219,121.0,3208604
2024-05-17,115.44557189941406,121.04000091552734,121.79000091552734,120.33999633789062,121.5,3747916
2024-05-20,116.14183807373047,121.7699966430664,121.86000061035156,120.94999694824219,121.0,1224873
2024-05-21,116.16091918945312,121.79000091552734,121.79000091552734,120.91999816894531,121.69000244140625,1554701
2024-05-22,115.88430786132812,121.5,122.3499984741211,121.30000305175781,122.06999969482422,1428336
2024-05-23,115.14990997314453,120.7300033569336,121.0,120.2300033569336,120.72000122070312,1535204
2024-05-24,113.3758773803711,118.87000274658203,119.5,118.08000183105469,119.0199966430664,1902826
2024-05-27,114.54901885986328,120.0999984741211,120.33000183105469,119.7300033569336,119.7300033569336,1111552
2024-05-28,114.74932098388672,120.30999755859375,120.33000183105469,119.51000213623047,120.08999633789062,1699877
2024-05-29,112.870361328125,118.33999633789062,119.48999786376953,117.88999938964844,119.37999725341797,1768394
2024-05-30,112.53653717041016,117.98999786376953,118.41999816894531,116.63999938964844,117.0999984741211,1327847
2024-05-31,114.01490020751953,119.54000091552734,119.54000091552734,118.52999877929688,118.80000305175781,3397759
2024-06-03,115.68402099609375,121.29000091552734,121.29000091552734,120.22000122070312,120.33999633789062,1686338
2024-06-04,116.79994201660156,122.45999908447266,122.48999786376953,121.05000305175781,121.1500015258789,2230997
2024-06-05,117.76326751708984,123.47000122070312,123.94999694824219,122.81999969482422,123.16999816894531,2389848
2024-06-06,119.07947540283203,124.8499984741211,125.97000122070312,124.20999908447266,124.5,2636419
2024-06-07,119.74713134765625,125.55000305175781,125.55000305175781,124.08000183105469,125.0,1414714
2024-06-11,119.15577697753906,124.93000030517578,125.02999877929688,123.72000122070312,124.05000305175781,2514626
2024-06-12,118.3641357421875,124.0999984741211,124.59500122070312,123.4000015258789,124.3499984741211,1809137
2024-06-13,119.68036651611328,125.4800033569336,125.69000244140625,124.9000015258789,125.33000183105469,2582193
2024-06-14,119.5182113647461,125.30999755859375,125.5999984741211,124.8499984741211,125.36000061035156,1597350
2024-06-17,119.68989562988281,125.48999786376953,125.5999984741211,124.76000213623047,124.98999786376953,1531082
2024-06-18,122.06481170654297,127.9800033569336,127.98999786376953,126.19999694824219,126.58000183105469,2236320
2024-06-19,121.07288360595703,126.94000244140625,127.87999725341797,126.7699966430664,127.79000091552734,2012104
2024-06-20,121.84544372558594,127.75,127.83999633789062,126.52999877929688,126.6500015258789,3548847
2024-06-21,121.77867889404297,127.68000030517578,128.25,125.9000015258789,128.0,7145883
2024-06-24,120.9393539428711,126.80000305175781,127.98999786376953,126.80000305175781,127.5999984741211,1767854
2024-06-25,122.68476867675781,128.6300048828125,128.67999267578125,127.51000213623047,128.11000061035156,2092832
2024-06-26,121.03472900390625,126.9000015258789,128.08999633789062,126.63500213623047,127.63999938964844,1900389
2024-06-27,120.36708068847656,126.19999694824219,126.19999694824219,124.3499984741211,125.0,2021794
2024-06-28,121.49253845214844,127.37999725341797,127.61000061035156,126.2699966430664,127.0,2190551
